,height,diameter,bucket_volume,surface_area,water_volume_t0,wind_speed_t0,temperature_t0,water_volume_t1,wind_speed_t1,temperature_t1,water_volume_t2,wind_speed_t2,temperature_t2,water_volume_t3,wind_speed_t3,temperature_t3,water_volume_t4,wind_speed_t4,temperature_t4,water_volume_t5,wind_speed_t5,temperature_t5,water_volume_t6,wind_speed_t6,temperature_t6,water_volume_t7,wind_speed_t7,temperature_t7,water_volume_t8,wind_speed_t8,temperature_t8,water_volume_t9,wind_speed_t9,temperature_t9,temperature_t10,water_volume_t10,wind_speed_t10
300,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,50.0,265.4427833056089,1.0,60.0,265.4427833056089,0.0,80.0,264.0060140517034,1.0,60.0,262.6085347197216,1.5,50.0,262.6085347197216,0.0,60.0,259.8660830901524,1.5,70.0,257.398962247073,2.0,60.0,255.4000773145576,1.0,70.0,253.80750798451143,0.5,80.0,50.0,253.80750798451143,0.0
301,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,40.0,266.46485321852765,0.5,40.0,266.05015387754094,0.5,40.0,266.05015387754094,0.0,50.0,264.61338462363545,1.0,60.0,262.8643532163259,2.0,50.0,261.1153218090164,2.0,50.0,258.648200965937,2.0,60.0,257.93610792456764,1.0,40.0,254.5037608956197,2.0,70.0,50.0,253.10628156363796,1.5
302,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,40.0,265.4427833056089,1.0,60.0,264.0060140517034,1.0,60.0,264.0060140517034,0.0,40.0,262.8419298435102,0.5,70.0,260.8430449109948,1.0,70.0,260.8430449109948,0.0,40.0,260.8430449109948,0.0,40.0,257.09113046730874,1.5,80.0,252.3953785879309,2.0,80.0,40.0,252.3953785879309,0.0
303,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,265.71546835132114,0.5,70.0,264.5513841431279,0.5,70.0,261.80893251355866,1.5,70.0,259.81004758104325,1.0,70.0,258.58729063534804,2.0,40.0,255.1549436064001,2.0,70.0,255.1549436064001,0.0,80.0,252.4124919768309,1.5,70.0,250.97572272292547,1.0,60.0,50.0,250.382536828926,0.5
304,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.5,70.0,266.8795525595144,0.0,50.0,263.44720553056646,2.0,70.0,260.9800846874871,2.0,60.0,260.14335798447263,0.5,60.0,255.4476061050948,2.0,80.0,253.8550367750487,0.5,80.0,252.10600536773916,2.0,50.0,252.10600536773916,0.0,40.0,250.9419211595459,0.5,70.0,70.0,248.9430362270305,1.0
305,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,80.0,262.1838006801365,2.0,80.0,261.0197164719433,0.5,70.0,257.2678020282573,1.5,80.0,256.04504508256207,2.0,40.0,256.04504508256207,0.0,80.0,254.45247575251597,0.5,80.0,252.8599064224698,0.5,80.0,252.8599064224698,0.0,40.0,250.1174547929006,1.5,70.0,70.0,250.1174547929006,0.0
306,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,50.0,265.86097474757355,1.0,50.0,263.1185231180043,1.5,70.0,261.5259537879582,0.5,80.0,260.5489687249657,1.5,40.0,258.55008379245027,1.0,70.0,258.55008379245027,0.0,80.0,257.95689789845073,0.5,50.0,256.7928136902575,0.5,70.0,254.05816372644065,1.0,80.0,60.0,253.2214370234262,0.5
307,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,80.0,266.28636666551483,0.5,50.0,262.5344522218288,1.5,80.0,261.136972889847,1.5,50.0,260.30024618683257,0.5,60.0,259.2816683748917,1.0,50.0,256.5470184110749,1.0,80.0,253.11467138212697,2.0,70.0,250.37221975255773,1.5,70.0,246.93987272360985,2.0,70.0,50.0,246.93987272360985,0.0
308,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,60.0,262.1838006801365,2.0,80.0,261.7691013391498,0.5,40.0,260.5463443934546,2.0,40.0,260.5463443934546,0.0,40.0,259.95315849945507,0.5,50.0,259.35997260545554,0.5,50.0,259.35997260545554,0.0,50.0,256.6175209758863,1.5,70.0,255.18075172198084,1.0,60.0,50.0,254.5875658279813,0.5
309,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,70.0,265.6567956138192,2.0,40.0,265.0636097198196,0.5,50.0,262.32895975600275,1.0,80.0,262.32895975600275,0.0,70.0,262.32895975600275,0.0,60.0,260.73639042595664,0.5,80.0,256.0406385465788,2.0,80.0,255.2039118435644,0.5,60.0,250.50815996418652,2.0,80.0,50.0,249.11068063220475,1.5
310,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,80.0,266.8795525595144,0.0,80.0,265.71546835132114,0.5,70.0,264.8787416483067,0.5,60.0,260.18298976892885,2.0,80.0,257.71586892584946,2.0,60.0,255.7446348054694,1.5,60.0,253.0099848416525,1.0,80.0,251.5732155877471,1.0,60.0,246.87746370836928,2.0,80.0,60.0,244.4103428652899,2.0
311,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,50.0,265.90256749652184,1.5,40.0,265.90256749652184,0.0,70.0,262.1506530528358,1.5,80.0,262.1506530528358,0.0,40.0,262.1506530528358,0.0,50.0,261.3139263498214,0.5,60.0,261.3139263498214,0.0,50.0,261.3139263498214,0.0,50.0,260.09116940412616,2.0,40.0,60.0,257.6240485610468,2.0
312,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,80.0,265.13052115220484,2.0,50.0,262.66340030912545,2.0,60.0,261.07083097907935,0.5,80.0,260.35873793771,1.0,40.0,259.6466448963406,1.0,40.0,259.6466448963406,0.0,40.0,259.2319455553539,0.5,40.0,258.5198525139845,1.0,40.0,257.3557683057913,0.5,70.0,60.0,254.8886474627119,2.0
313,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,40.0,266.8795525595144,0.0,40.0,266.167459518145,1.0,40.0,266.167459518145,0.0,70.0,264.7699801861632,1.5,50.0,262.0353302223463,1.0,80.0,262.0353302223463,0.0,50.0,259.56820937926693,2.0,60.0,258.8561163378976,1.0,40.0,255.4237693089497,2.0,70.0,80.0,252.6891193451328,1.0
314,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,60.0,264.1449025956975,1.0,80.0,264.1449025956975,0.0,50.0,263.16791753270496,1.5,40.0,260.4332675688881,1.0,80.0,260.4332675688881,0.0,70.0,259.8400816748885,0.5,50.0,259.8400816748885,0.0,50.0,258.44260234290675,1.5,50.0,254.69068789922076,1.5,80.0,80.0,250.93877345553472,1.5
315,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,265.6567956138192,2.0,40.0,265.6567956138192,0.0,80.0,264.06422628377305,0.5,80.0,262.4716569537269,0.5,80.0,260.7226255464174,2.0,50.0,258.75139142603734,1.5,60.0,256.0089397964681,1.5,70.0,254.6114604644863,1.5,50.0,252.64022634410625,1.5,60.0,70.0,249.20787931515832,2.0
316,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,70.0,264.1371009299451,1.5,70.0,263.7224015889584,0.5,40.0,263.7224015889584,0.0,60.0,261.7511674685784,1.5,60.0,260.35368813659653,1.5,50.0,257.61903817277965,1.0,80.0,257.61903817277965,0.0,50.0,257.61903817277965,0.0,60.0,256.7823114697652,0.5,60.0,50.0,255.7637336578244,1.0
317,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,80.0,264.1371009299451,1.5,70.0,264.1371009299451,0.0,50.0,263.1601158669526,1.5,40.0,262.1415380550118,1.0,50.0,260.7047688011063,1.0,60.0,259.4820118554111,2.0,40.0,258.64528515239664,0.5,60.0,257.42252820670143,2.0,40.0,257.42252820670143,0.0,60.0,80.0,255.8299588766553,0.5
318,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,264.1371009299451,1.5,70.0,262.70033167603964,1.0,60.0,262.70033167603964,0.0,70.0,262.1071457820401,0.5,50.0,261.39505274067074,1.0,40.0,258.66040277685386,1.0,80.0,258.66040277685386,0.0,60.0,258.0672168828543,0.5,50.0,256.09598276247425,1.5,60.0,70.0,254.93189855428105,0.5
319,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,60.0,266.8795525595144,0.0,80.0,265.86097474757355,1.0,50.0,265.1488817062042,1.0,40.0,265.1488817062042,0.0,50.0,262.40643007663493,1.5,70.0,258.97408304768703,2.0,70.0,258.1373563446726,0.5,60.0,257.30062964165813,0.5,60.0,256.7074437476586,0.5,50.0,40.0,255.9953507062892,1.0
320,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,70.0,265.90256749652184,1.5,40.0,262.1506530528358,1.5,80.0,261.5574671588363,0.5,50.0,260.39338295064306,0.5,70.0,258.99590361866126,1.5,50.0,258.99590361866126,0.0,60.0,258.01891855566873,1.5,40.0,258.01891855566873,0.0,70.0,256.8548343474755,0.5,70.0,80.0,255.26226501742937,0.5
321,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.5,70.0,263.44720553056646,2.0,70.0,262.42862771862565,1.0,50.0,259.6861760890564,1.5,70.0,259.6861760890564,0.0,50.0,259.6861760890564,0.0,60.0,259.6861760890564,0.0,60.0,258.2886967570746,1.5,50.0,258.2886967570746,0.0,40.0,256.6961274270285,0.5,80.0,60.0,254.72489330664845,1.5
322,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.5,70.0,264.88066762699896,1.0,70.0,262.9094335066189,1.5,60.0,261.89085569467807,1.0,50.0,257.19510381530023,2.0,80.0,256.6019179213007,0.5,50.0,256.6019179213007,0.0,80.0,251.9061660419229,2.0,80.0,251.9061660419229,0.0,70.0,251.1940730005535,1.0,40.0,60.0,249.75730374664803,1.0
323,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,60.0,265.4427833056089,1.0,60.0,261.69086886192287,1.5,80.0,259.69198392940746,1.0,70.0,259.0987980354079,0.5,50.0,259.0987980354079,0.0,80.0,259.0987980354079,0.0,60.0,257.8760410897127,2.0,40.0,256.7119568815195,0.5,70.0,256.11877098751995,0.5,50.0,70.0,254.95468677932672,0.5
324,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,70.0,265.13052115220484,2.0,50.0,264.41842811083546,1.0,40.0,260.9860810818876,2.0,70.0,258.9871961493721,1.0,70.0,256.5200753062928,2.0,60.0,256.5200753062928,0.0,80.0,255.50149749435195,1.0,50.0,254.6647707913375,0.5,60.0,251.92231916176829,1.5,70.0,70.0,249.17986753219907,1.5
325,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,40.0,266.28636666551483,0.5,50.0,266.28636666551483,0.0,60.0,265.1222824573216,0.5,70.0,264.1037046453808,1.0,50.0,263.3916116040114,1.0,40.0,261.7990422739653,0.5,80.0,260.5762853282701,2.0,40.0,258.1091644851907,2.0,60.0,256.9450802769975,0.5,70.0,40.0,256.9450802769975,0.0
326,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,80.0,265.48207322753257,1.5,50.0,264.0453039736271,1.0,60.0,263.06831891063456,1.5,40.0,262.3562258692652,1.0,40.0,261.9415265282785,0.5,40.0,260.5440471962967,1.5,50.0,260.5440471962967,0.0,60.0,259.95086130229714,0.5,50.0,257.95197636978173,1.0,70.0,40.0,256.9749913067892,1.5
327,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,40.0,262.1838006801365,2.0,80.0,262.1838006801365,0.0,40.0,262.1838006801365,0.0,50.0,260.21256655975645,1.5,60.0,260.21256655975645,0.0,40.0,256.7802195308085,2.0,70.0,253.34787250186065,2.0,70.0,251.37663838148055,1.5,60.0,249.93986912757512,1.0,60.0,40.0,249.52516978658844,0.5
328,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,70.0,265.6567956138192,2.0,40.0,263.9077642065096,2.0,50.0,261.9088792739942,1.0,70.0,259.44175843091483,2.0,60.0,258.2776742227216,0.5,70.0,257.3006891597291,1.5,40.0,257.3006891597291,0.0,40.0,256.28211134778826,1.0,50.0,255.30512628479573,1.5,40.0,60.0,253.86835703089028,1.0
329,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,80.0,265.13052115220484,2.0,50.0,264.1535360892123,1.5,40.0,261.41108445964306,1.5,70.0,260.99638511865635,0.5,40.0,260.284292077287,1.0,40.0,258.8475228233815,1.0,60.0,258.8475228233815,0.0,70.0,258.1354297820121,1.0,40.0,256.9126728363169,2.0,40.0,40.0,256.20057979494754,1.0
330,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,40.0,263.12763811582835,1.5,80.0,258.4318862364505,2.0,80.0,254.9995392075026,2.0,70.0,253.02830508712253,1.5,60.0,248.33255320774472,2.0,80.0,248.33255320774472,0.0,40.0,246.36131908736465,1.5,60.0,244.6122876800551,2.0,50.0,241.86983605048587,1.5,70.0,60.0,239.8986019301058,1.5
331,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,40.0,264.1371009299451,1.5,70.0,259.4413490505673,2.0,80.0,259.4413490505673,0.0,60.0,258.60462234755283,0.5,60.0,255.8621707179836,1.5,70.0,255.2689848239841,0.5,50.0,255.2689848239841,0.0,60.0,254.6757989299846,0.5,50.0,252.2086780869052,2.0,60.0,70.0,251.044593878712,0.5
332,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,70.0,265.90256749652184,1.5,40.0,263.43544665344245,2.0,60.0,261.4642125330624,1.5,60.0,261.4642125330624,0.0,40.0,260.48722747006985,1.5,40.0,257.752577506253,1.0,80.0,256.00354609894345,2.0,50.0,254.2545146916339,2.0,50.0,254.2545146916339,0.0,80.0,80.0,251.51986472781704,1.0
333,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,80.0,266.167459518145,1.0,40.0,266.167459518145,0.0,80.0,266.167459518145,0.0,60.0,264.5748901880989,0.5,80.0,264.5748901880989,0.0,80.0,263.1774108561171,1.5,50.0,262.34068415310264,0.5,60.0,262.34068415310264,0.0,60.0,258.90833712415474,2.0,70.0,40.0,258.19624408278537,1.0
334,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.5,80.0,264.1449025956975,1.0,80.0,262.1460176631821,1.0,70.0,257.45026578380424,2.0,80.0,254.01791875485637,2.0,70.0,251.27546712528712,1.5,70.0,250.2568893133463,1.0,50.0,250.2568893133463,0.0,80.0,249.2383115014055,1.0,50.0,249.2383115014055,0.0,50.0,80.0,246.50366153758864,1.0
335,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,265.86097474757355,1.0,50.0,264.4634954155917,1.5,50.0,264.4634954155917,0.0,40.0,264.4634954155917,0.0,40.0,263.2994112073985,0.5,70.0,262.8847118664118,0.5,40.0,260.4175910233324,2.0,60.0,260.4175910233324,0.0,80.0,258.44635690295235,1.5,60.0,80.0,254.69444245926636,1.5
336,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,70.0,266.8795525595144,0.0,70.0,265.48207322753257,1.5,50.0,263.0149523844532,2.0,60.0,263.0149523844532,0.0,40.0,261.26592097714365,2.0,50.0,259.67335164709755,0.5,80.0,258.5092674389043,0.5,70.0,257.1117881069225,1.5,50.0,256.13480304393,1.5,40.0,40.0,255.4227100025606,1.0
337,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,80.0,265.48207322753257,1.5,50.0,264.6453465245181,0.5,60.0,263.2478671925363,1.5,50.0,260.5054155629671,1.5,70.0,259.48683775102626,1.0,50.0,257.48795281851085,1.0,70.0,256.8947669245113,0.5,50.0,256.4800675835246,0.5,40.0,254.4811826510092,1.0,70.0,40.0,253.7690896096398,1.0
338,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,60.0,266.8795525595144,0.0,80.0,266.8795525595144,0.0,50.0,265.86097474757355,1.0,50.0,264.4634954155917,1.5,50.0,263.44491760365094,1.0,50.0,263.44491760365094,0.0,40.0,262.4679325406584,1.5,40.0,260.8753632106123,0.5,80.0,260.8753632106123,0.0,70.0,40.0,260.16327016924294,1.0
339,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,40.0,265.6567956138192,2.0,40.0,264.25931628183736,1.5,50.0,260.50740183815134,1.5,80.0,257.07505480920344,2.0,70.0,253.32314036551745,1.5,80.0,251.324255433002,1.0,70.0,247.8919084040541,2.0,70.0,247.8919084040541,0.0,70.0,247.8919084040541,0.0,70.0,70.0,244.4595613751062,2.0
340,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,70.0,264.412431716435,2.0,60.0,260.66051727274896,1.5,80.0,259.2630379407672,1.5,50.0,259.2630379407672,0.0,70.0,256.5205863111979,1.5,70.0,255.9274004171984,0.5,50.0,255.3342145231989,0.5,50.0,254.1114575775037,2.0,40.0,250.6791105485558,2.0,70.0,40.0,249.70212548556327,1.5
341,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,266.8795525595144,0.0,60.0,266.46485321852765,0.5,40.0,263.99773237544827,2.0,60.0,259.3019804960704,2.0,80.0,259.3019804960704,0.0,50.0,259.3019804960704,0.0,70.0,258.7087946020709,0.5,50.0,258.7087946020709,0.0,60.0,254.95688015838488,1.5,80.0,50.0,253.55940082640308,1.5
342,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.5,40.0,266.167459518145,1.0,40.0,266.167459518145,0.0,50.0,266.167459518145,0.0,40.0,261.4717076387672,2.0,80.0,261.4717076387672,0.0,70.0,259.7226762314576,2.0,50.0,259.7226762314576,0.0,40.0,256.9802246018884,1.5,70.0,255.7574676561932,2.0,40.0,50.0,254.7388898442524,1.0
343,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,50.0,266.167459518145,1.0,40.0,265.33073281513055,0.5,60.0,260.6349809357527,2.0,80.0,256.8830664920667,1.5,80.0,256.2898805980672,0.5,50.0,254.31864647768708,1.5,60.0,251.8515256346077,2.0,60.0,251.01479893159325,0.5,60.0,250.03781386860072,1.5,40.0,40.0,249.3257208272313,1.0
344,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,60.0,266.8795525595144,0.0,80.0,264.9083184391343,1.5,60.0,264.9083184391343,0.0,70.0,261.1564039954483,1.5,80.0,260.4443109540789,1.0,40.0,260.4443109540789,0.0,60.0,259.7322179127096,1.0,40.0,257.9831865054,2.0,50.0,257.9831865054,0.0,70.0,80.0,255.24853654158315,1.0
345,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,70.0,263.12763811582835,1.5,80.0,261.73015878384655,1.5,50.0,260.29338952994107,1.0,60.0,257.5587395661242,1.0,80.0,255.0916187230448,2.0,60.0,250.395866843667,2.0,80.0,249.9811675026803,0.5,40.0,247.24651753886343,1.0,80.0,244.77939669578407,2.0,60.0,80.0,244.77939669578407,0.0
346,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,70.0,264.9083184391343,1.5,60.0,263.93133337614177,1.5,40.0,262.95434831314924,1.5,40.0,260.9831141927692,1.5,60.0,257.55076716382126,2.0,70.0,257.55076716382126,0.0,80.0,252.85501528444345,2.0,80.0,252.85501528444345,0.0,70.0,251.69093107625025,0.5,70.0,70.0,248.25858404730232,2.0
347,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,40.0,266.8795525595144,0.0,60.0,264.9083184391343,1.5,60.0,263.74423423094106,0.5,70.0,263.32953488995435,0.5,40.0,261.89276563604886,1.0,60.0,260.4559963821434,1.0,60.0,259.86281048814385,0.5,50.0,259.86281048814385,0.0,40.0,257.1203588585746,1.5,70.0,60.0,255.14912473819453,1.5
348,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,265.90256749652184,1.5,40.0,265.90256749652184,0.0,70.0,264.4657982426164,1.0,60.0,263.8726123486168,0.5,50.0,263.8726123486168,0.0,50.0,263.16051930724745,1.0,40.0,262.5673334132479,0.5,50.0,261.9741475192484,0.5,50.0,260.8100633110552,0.5,70.0,50.0,259.41258397907336,1.5
349,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,70.0,266.46485321852765,0.5,40.0,262.71293877484163,1.5,80.0,260.7140538423262,1.0,70.0,258.7151689098108,1.0,70.0,254.019417030433,2.0,80.0,253.60471768944632,0.5,40.0,253.60471768944632,0.0,40.0,253.60471768944632,0.0,50.0,252.4406334812531,0.5,70.0,40.0,251.21787653555788,2.0
350,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,70.0,265.86097474757355,1.0,50.0,263.1263247837567,1.0,80.0,261.6895555298512,1.0,60.0,260.0969861998051,0.5,80.0,259.26025949679064,0.5,60.0,255.82791246784276,2.0,70.0,254.2353431377966,0.5,80.0,254.2353431377966,0.0,80.0,253.39861643478216,0.5,60.0,70.0,251.39973150226675,1.0
351,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,60.0,263.44720553056646,2.0,70.0,262.04972619858466,1.5,50.0,259.3150762347678,1.0,80.0,258.72189034076825,0.5,50.0,256.72300540825285,1.0,70.0,255.50024846255764,2.0,40.0,255.08554912157092,0.5,40.0,253.9214649133777,0.5,70.0,249.2257130339999,2.0,80.0,40.0,248.8110136930132,0.5
352,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,80.0,266.8795525595144,0.0,80.0,265.4427833056089,1.0,60.0,265.4427833056089,0.0,60.0,265.4427833056089,0.0,40.0,262.70033167603964,1.5,70.0,261.26356242213416,1.0,60.0,261.26356242213416,0.0,40.0,259.2923283017541,1.5,60.0,255.85998127280615,2.0,70.0,70.0,254.69589706461292,0.5
353,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,70.0,265.86097474757355,1.0,50.0,264.84239693563273,1.0,50.0,264.427697594646,0.5,40.0,263.2049406489508,2.0,40.0,261.9821837032556,2.0,40.0,261.9821837032556,0.0,70.0,260.0109495828755,1.5,60.0,259.1742228798611,0.5,60.0,256.4395729160442,1.0,80.0,40.0,256.4395729160442,0.0
354,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,80.0,265.90256749652184,1.5,40.0,265.90256749652184,0.0,50.0,265.19047445515247,1.0,40.0,262.4558244913356,1.0,80.0,259.7211745275187,1.0,80.0,256.2888274985708,2.0,70.0,251.593075619193,2.0,80.0,248.1607285902451,2.0,70.0,246.93797164454992,2.0,40.0,70.0,244.9390867120345,1.0
355,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,50.0,265.71546835132114,0.5,70.0,263.2483475082417,2.0,60.0,263.2483475082417,0.0,40.0,262.02559056254654,2.0,40.0,261.048605499554,1.5,40.0,257.296691055868,1.5,80.0,255.70412172582184,0.5,80.0,254.11155239577573,0.5,80.0,252.14031827539569,1.5,60.0,50.0,251.54713238139612,0.5
356,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,80.0,264.412431716435,2.0,60.0,263.2483475082417,0.5,70.0,262.2713624452492,1.5,40.0,257.5756105658714,2.0,80.0,254.8409606020545,1.0,80.0,253.40419134814908,1.0,60.0,252.38561353620827,1.0,50.0,248.63369909252225,1.5,80.0,245.8990491287054,1.0,80.0,80.0,242.14713468501935,1.5
357,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,266.0428258564999,0.5,60.0,266.0428258564999,0.0,60.0,265.0242480445591,1.0,50.0,265.0242480445591,0.0,60.0,264.0056702326183,1.0,50.0,263.2935771912489,1.0,40.0,263.2935771912489,0.0,50.0,262.8788778502622,0.5,40.0,262.1667848088928,1.0,40.0,40.0,262.1667848088928,0.0
358,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,40.0,266.8795525595144,0.0,80.0,266.8795525595144,0.0,50.0,264.88066762699896,1.0,70.0,264.88066762699896,0.0,50.0,263.7165834188057,0.5,70.0,259.9646689751197,1.5,80.0,258.7419120294245,2.0,40.0,257.3444326974427,1.5,50.0,254.60198106787348,1.5,70.0,60.0,252.6307469474934,1.5
359,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.5,40.0,265.71546835132114,0.5,70.0,264.31798901933934,1.5,50.0,264.31798901933934,0.0,60.0,261.58333905552246,1.0,80.0,258.8486890917056,1.0,80.0,258.1365960503362,1.0,40.0,255.6694752072568,2.0,60.0,255.6694752072568,0.0,70.0,254.95738216588745,1.0,40.0,70.0,253.7932979576942,0.5
360,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,70.0,264.1449025956975,1.0,80.0,262.98081838750426,0.5,70.0,262.98081838750426,0.0,40.0,262.2687253461349,1.0,40.0,260.8712460141531,1.5,50.0,257.11933157046707,1.5,80.0,255.5267622404209,0.5,80.0,253.77773083311135,2.0,50.0,252.18516150306525,0.5,80.0,60.0,250.7483922491598,1.0
361,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,70.0,265.13052115220484,2.0,50.0,263.9077642065096,2.0,40.0,262.9307791435171,1.5,40.0,260.1961291797002,1.0,80.0,260.1961291797002,0.0,70.0,258.22489505932015,1.5,60.0,255.48244342975093,1.5,70.0,253.48355849723552,1.0,70.0,253.48355849723552,0.0,70.0,70.0,250.7411068676663,1.5
362,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.0,50.0,265.86097474757355,1.0,50.0,265.0242480445591,0.5,60.0,264.0056702326183,1.0,50.0,262.6081909006365,1.5,50.0,261.171421646731,1.0,60.0,256.4756697673532,2.0,80.0,254.88310043730704,0.5,80.0,252.1484504734902,1.0,80.0,252.1484504734902,0.0,70.0,70.0,252.1484504734902,0.0
363,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,40.0,266.8795525595144,0.0,50.0,266.167459518145,1.0,40.0,263.4328095543281,1.0,80.0,261.4339246218127,1.0,70.0,257.6820101781267,1.5,80.0,256.6634323661859,1.0,50.0,255.49934815799264,0.5,70.0,252.75689652842345,1.5,70.0,251.320127274518,1.0,60.0,60.0,248.8530064314386,2.0
364,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,2.0,50.0,266.28636666551483,0.5,50.0,266.28636666551483,0.0,70.0,263.5439150359456,1.5,70.0,263.5439150359456,0.0,80.0,261.9513457058995,0.5,80.0,261.5366463649128,0.5,40.0,261.5366463649128,0.0,50.0,260.13916703293097,1.5,50.0,257.4045170691141,1.0,80.0,80.0,254.66986710529724,1.0
365,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,50.0,263.12763811582835,1.5,80.0,260.66051727274896,2.0,60.0,259.4377603270537,2.0,40.0,258.21500338135854,2.0,40.0,254.78265635241064,2.0,70.0,254.78265635241064,0.0,50.0,254.36795701142395,0.5,40.0,253.95325767043727,0.5,40.0,252.93467985849645,1.0,50.0,80.0,250.2000298946796,1.0
366,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,1.5,50.0,266.8795525595144,0.0,40.0,265.90256749652184,1.5,40.0,264.1535360892123,2.0,50.0,261.6864152461329,2.0,60.0,261.0932293521334,0.5,50.0,258.626108509054,2.0,60.0,257.7893818060396,0.5,60.0,256.39190247405776,1.5,50.0,254.79933314401163,0.5,80.0,60.0,252.33221230093224,2.0
367,3.0,2.0,266.8795525595144,3.141592653589793,266.8795525595144,0.0,60.0,265.6567956138192,2.0,40.0,264.4927114056259,0.5,70.0,263.3286271974327,0.5,70.0,260.5939772336158,1.0,80.0,258.8449458263063,2.0,50.0,257.6221888806111,2.0,40.0,253.87027443692503,1.5,80.0,253.4555750959384,0.5,40.0,252.05809576395657,1.5,50.0,70.0,249.31564413438736,1.5
